sentence,target
"Harvard University in Cambridge is the oldest institution of higher learning in the United States, with the largest financial endowment of any university, and Harvard Law School has educated a contemporaneous majority of Justices of the Supreme Court of the United States.",0
"Kendall Square in Cambridge has been called ""the most innovative square mile on the planet"", in reference to the high concentration of entrepreneurial start-ups and quality of innovation which have emerged in the vicinity of the square since 2010.",0
"Both Harvard and MIT, also in Cambridge, have been ranked among the most highly regarded academic institutions in the world.",0
Massachusetts' public-school students place among the top tier in the world in academic performance.,0
"The state has been ranked as one of the top states in the United States for citizens to live in, as well as one of the most expensive.",0
"The Massachusetts Bay Colony was named after the indigenous population, the Massachusett, whose name likely derived from a Wôpanâak word muswachasut, segmented as mus(ây) ""big"" + wach8 ""mountain"" + -s ""diminutive"" + -ut ""locative"" (the '8' in these words refers to the 'oo' sound according to the Wôpanâak orthographic chart).",0
"It has been translated as ""near the great hill"", ""by the blue hills"", ""at the little big hill"", or ""at the range of hills"", referring to the Blue Hills, or in particular the Great Blue Hill, which is located on the boundary of Milton and Canton.",0
"Alternatively, Massachusett has been represented as Moswetuset—from the name of the Moswetuset Hummock (meaning ""hill shaped like an arrowhead"") in Quincy, where Plymouth Colony commander Myles Standish (a hired English military officer) and Squanto (a member of the now disappeared Patuxet band of the Wampanoag peoples) met Chief Chickatawbut in 1621.",0
"The official name of the state is the ""Commonwealth of Massachusetts"".",0
"While the designation ""Commonwealth"" forms part of the state's official name, it has no practical implications.",0
Massachusetts has the same position and powers within the United States as other states.,0
"John Adams in 1779 may have chosen the word for the second draft of what became the 1780 Massachusetts Constitution because unlike the word ""state"", ""commonwealth"" at the time had the connotation of a republic, in contrast to the monarchy the former American colonies were fighting against.",0
"(The name ""State of Massachusetts Bay"" appeared in the first—rejected—draft.)",0
"Massachusetts was originally inhabited by tribes of the Algonquian language family such as the Wampanoag, Narragansett, Nipmuc, Pocomtuc, Mahican, and Massachusett.",0
"While cultivation of crops like squash and corn supplemented their diets, these tribes were generally dependent on hunting, gathering and fishing for most of their food.",0
"Villages consisted of lodges called wigwams as well as longhouses, and tribes were led by male or female elders known as sachems.",0
"In the early 1600s, after contact had been made with Europeans, large numbers of the indigenous peoples in the northeast of what is now the United States were killed by virgin soil epidemics such as smallpox, measles, influenza, and perhaps leptospirosis.",0
"Between 1617 and 1619, what was possibly smallpox killed approximately 90% of the Massachusetts Bay Native Americans.",0
"The first English settlers in Massachusetts, the Pilgrims, arrived on the Mayflower at Plymouth in 1620, and developed friendly relations with the native Wampanoag people.",0
"This was the second successful permanent English colony in the part of North America that later became the United States, after the Jamestown Colony.",0
"The event is known as the ""First Thanksgiving"" was celebrated by the Pilgrims after their first harvest in the New World, which lasted for three days.",0
"The Pilgrims were soon followed by other Puritans, who established the Massachusetts Bay Colony at present-day Boston in 1630.",0
"The Puritans, who believed the Church of England needed to be purified and experienced harassment from English authority because of their beliefs, came to Massachusetts intending to establish an ideal religious society.",0
"Unlike the Plymouth colony, the bay colony was founded under a royal charter in 1629.",0
Both religious dissent and expansionism resulted in several new colonies being founded shortly after Plymouth and Massachusetts Bay elsewhere in New England.,0
The Massachusetts Bay banished dissenters such as Anne Hutchinson and Roger Williams due to religious and political disagreements.,0
